source,confidence,target,sign
HSF1,A,RGS2,1
FOS,A,MAT2A,1
CEBPB,A,SFTPB,1
HMX1,A,NTRK1,-1
HMX1,A,TH,-1
LBX1,A,NTRK1,1
LBX1,A,TH,1
TLX3,A,NTRK1,1
TLX3,A,TH,1
HIF1A,A,TIGAR,1
POU2F1,A,SLC7A11,-1
MLXIP,A,IRAK1,1
E2F4,A,KIAA0101,-1
E2F6,A,KIAA0101,-1
PITX2,A,MICA,1
YBX1,A,NOTCH4,1
HR,A,CYP2B6,1
KLF4,A,FOXM1,-1
AR,A,HCN4,1
AR,A,MEF2C,1
REST,A,STAT1,-1
STAT1,A,REST,1
NFKB,A,RPS6KA4,1
KLF4,A,IVL,1
SP1,A,BMI1,1
ZNF384,A,ADAMTS4,1
NEUROD1,A,MAPK14,1
EGR2,A,MIR142,1
XBP1,A,WNT10B,1
MYC,A,HNRNPD,1
FOXM1,A,ACP5,1
STAT3,A,DIRAS3,1
NFKB,A,NKX2-8,1
NKX2-8,A,AKIP1,1
RELA,A,AKIP1,1
PPARA,A,PLIN5,1
PPARD,A,PLIN5,1
TFAP2A,A,AP3B1,1
SOX10,A,B3GNT9,1
JUN,A,MMP3,1
FOS,A,MMP3,1
JUNB,A,MMP3,1
EOMES,A,TH,1
KAT5,A,CD4,1
KAT5,A,TH,1
EOMES,A,KAT5,1
KAT7,A,TH,1
KAT5,A,IFNG,1
MITF,A,SLC2A2,1
MITF,A,PAX4,-1
MITF,A,PAX6,-1
SREBF1,A,DGKQ,1
NFKB,A,TACSTD2,1
HES1,A,NOC3L,-1
MYC,A,ATF4,1
SSRP1,A,CREBBP,1
RARA,A,CSN3,1
CREB1,A,CHAC1,1
PGR,A,TNFSF11,1
NFKB,A,CAMK2D,1
MYC,A,ANGPTL4,1
ATF4,A,NFE2L2,1
MLXIP,A,PROM1,1
CTCF,A,IPO13,-1
VDR,A,BMP2,1
PAX6,A,CDK6,-1
SPI1,A,IRF8,1
NRF1,A,KITLG,1
NRF1,A,RNF123,1
BBX,A,BBX,1
BBX,A,KDM5D,1
KDM5D,A,BBX,1
MLXIP,A,AXIN2,1
EZH2,A,CHD4,-1
EZH2,A,BRCA1,-1
FOXA1,A,UCP2,-1
RUNX3,A,ACAN,1
RUNX2,A,ACAN,1
HMGA2,A,MIR33A,1
NKX2-1,A,HMGA2,1
NKX2-1,A,MIR33A,1
TTF1,A,HMGA2,1
TTF1,A,SREBF2,1
SRF,A,EDN1,1
MYCN,A,MIR183,1
ESR1,A,TRIM63,1
FOXN1,A,CYP7A1,1
ESR1,A,ST8SIA1,1
ESR1,A,NFKB1,1
RELA,A,ST8SIA1,1
TLX1,A,BCR,1
TLX1,A,CD44,1
TLX1,A,T,1
HNF4A,A,C3,1
HNF4A,A,OFC3,1
KMT2A,A,ATM,1
KMT2A,A,SLC25A5,1
KMT2A,A,RBBP5,1
THRB,A,PLA2G2A,1
TBX6,A,DCSTAMP,1
NFIL3,A,TNFSF10,-1
NFIL3,A,GADD45B,-1
PLAGL1,A,SOCS3,1
RELA,A,MED1,1
MITF,A,CFTR,1
GATA4,A,BMP2,1
ESRRG,A,SPP1,1
KLF3,A,FAM132A,-1
NR1H3,A,HSD11B1,1
NR1H3,A,PGRMC1,1
SMAD7,A,BMP4,1
FOXM1,A,PTGS2,1
FOXO3,A,MMP9,1
FOXA1,A,TH,1
FOXA2,A,TH,1
JUN,A,MIR155HG,1
MYRF,A,SMARCA4,1
CREB1,A,SCD,1
NFKB1,A,EIF4E,1
KAT8,A,BCL2,1
FOXO6,A,PPARGC1A,-1
PRDM13,A,PTF1A,1
PRDM13,A,TLX1,1
PRDM13,A,TLX3,1
PTF1A,A,PRDM13,1
PTF1A,A,TLX1,1
PTF1A,A,TLX3,1
NONO,A,OCLN,1
HIF1A,A,ITGB3,1
THRB,A,ITGB3,1
MTF1,A,SLC39A11,1
PGR,A,CCT6A,1
SFPQ,A,CTBP1,1
MYC,A,CD8A,1
GSC,A,CDH5,1
HIF1A,A,CDH5,1
KLF4,A,TGFB1,1
RFX2,A,GSK3B,1
RFX3,A,GSK3B,-1
SMAD2,A,POU5F1,1
SP1,A,CCL19,1
TP53,A,RLIM,1
SP1,A,RLIM,1
TP53,A,KIF23,-1
KCNIP3,A,KIF23,-1
CREB1,A,CNTF,1
NFKB,A,CNTF,1
USF1,A,AGTRAP,1
USF2,A,AGTRAP,1
ATF2,A,MYLK,1
NPAS4,A,INS,1
ESR1,A,NPAS4,1
AP1,A,SERPINB3,1
MAFB,A,MT-TL1,1
MAFB,A,FBP1,1
DLX3,A,MMP9,1
ID1,A,PTGS2,-1
HNF1B,A,EGF,1
OLIG1,A,OLIG2,1
OLIG2,A,OLIG1,1
ZBTB7A,A,MBD3,-1
NCOR1,A,MBD3,-1
NCOR2,A,MBD3,-1
MLXIP,A,FGFR1,1
MLXIP,A,KRT4,1
BCL11A,A,HOXA@,-1
TFAP2A,A,HOXA@,1
TFAP2A,A,HOXA7,1
TFAP2A,A,HOXA9,1
TFAP2A,A,MEIS1,1
MYB,A,CS,1
MYB,A,NPY6R,1
SOX9,A,IGFBP4,1
FOXG1,A,NCOA3,1
SP1,A,NCOA3,1
JUN,A,NANOG,1
WT1,A,ADAMTS16,1
NCOR1,A,BACE1,-1
ATF4,A,SIRT4,1
ATF6B,A,KDR,1
HNF4A,A,PC,1
HHEX,A,CD81,-1
ZEB1,A,EPCAM,-1
CNBP,A,WNT5B,-1
SMARCA5,A,WNT5B,1
TBX2,A,WNT5B,1
NR3C1,A,IL10,1
BSX,A,APP,1
BSX,A,MT-ATP6,1
MAX,A,MIR22,-1
MLXIP,A,MAX,1
MLXIP,A,MIR22,1
MYCN,A,MIR22,1
MTA3,A,CDH1,1
HOXA2,A,PCP4,1
SOX9,A,MYOCD,1
NFKB,A,IRF3,1
NFE2L2,A,LUCAT1,1
MYB,A,IGF1R,1
SPI1,A,NOBOX,1
STAT3,A,MIR155,1
NFE2L2,A,CLDN4,1
FEZF2,A,MDM2,-1
STAT3,A,WASF3,1
LEF1,A,FN1,1
IRF8,A,BCL2L1,1
TFAP2A,A,TLR2,1
STAT3,A,GADD45G,-1
NFKB,A,GADD45G,1
SPI1,A,GADD45G,1
SP7,A,PTH,1
EBF1,A,GATA3,-1
EBF1,A,T,1
ZBTB16,A,CDKN2B,-1
PPARA,A,SULT1E1,-1
SATB1,A,CCNE1,-1
HSF1,A,MICA,1
DNMT1,A,FOXP3,-1
TP53,A,JUP,1
NFE2L2,A,THOC1,1
ATF2,A,PLD1,1
AHR,A,NR5A2,1
AHR,A,T,1
AR,A,AHR,1
TCF12,A,SETD7,1
NFE2L2,A,SHC1,1
SNAI1,A,PPARG,1
AHR,A,JUP,1
NCOR2,A,CHEK2,-1
NCOR2,A,PPM1D,-1
ATF3,A,GADD45A,-1
CNBP,A,ACTB,-1
CNBP,A,RPS6,-1
NFE2L2,A,OGG1,1
DLX4,A,NLGN1,1
DLX4,A,NTRK2,1
RORA,A,ITPR1,1
RORA,A,NLGN1,1
RORA,A,NTRK2,1
TCF3,A,NLGN1,1
MAF,A,TAL1,1
AR,A,KDM4C,1
RELA,A,CBS,1
HR,A,MSX2,-1
STAT3,A,BST2,1
NANOG,A,BMI1,1
NFE2L2,A,PIK3R1,1
ELK3,A,SERPINE1,-1
SREBF2,A,HMGCS1,1
PPARA,A,MBL2,1
MBD2,A,ACOT13,1
MBD2,A,SMO,1
HNF4A,A,EPHX1,1
NR1I3,A,EPHX1,1
SFPQ,A,EPHX1,1
FOXO6,A,MYC,1
DNMT3A,A,MGMT,-1
MYC,A,MGMT,-1
STAT5A,A,SOCS1,1
STAT3,A,BCL6,1
ESRRG,A,ATF6,1
ATF6,A,ESRRG,1
TET1,A,HOXA7,1
TET1,A,HOXA9,1
TET1,A,LBX1,1
RUNX1,A,ATP7A,1
NR4A3,A,KRT5,1
EGR2,A,EGFR,1
MYC,A,MMP1,1
MLXIP,A,RFFL,1
PROX1,A,RORC,-1
CXXC1,A,KLF2,1
EZH2,A,KLF2,-1
ESR1,A,EPHB4,1
ESR1,A,EPHA1,1
HEY2,A,MYL2,-1
HEY2,A,MYL7,-1
IRX4,A,MYL7,1
NR2F2,A,MYL4,1
NR2F2,A,MYL7,1
TBX5,A,MYL2,1
TBX5,A,MYL7,1
SPI1,A,SLC31A1,1
TP53,A,GBP1,1
SOX9,A,H19,1
ZBTB7A,A,H19,-1
STAT6,A,IL9,1
TET1,A,OGT,1
STAT5A,A,CALCA,1
CTBP2,A,BRCA1,-1
NR1H3,A,CYP3A4,1
NR1H3,A,NR1I2,1
KLF4,A,CIITA,1
GATA3,A,CCL27,1
POU5F1,A,TERF1,1
ETS1,A,MIR192,1
MAFA,A,GSR,1
PDX1,A,GSR,1
SALL3,A,SLC25A5,1
SALL3,A,SST,1
ZNF699,A,SLC25A5,-1
ZNF699,A,SST,-1
EZH2,A,CCNE2,-1
GLI1,A,CCND1,1
BCL11B,A,BCL11B,-1
TCF3,A,BCL11B,1
E2F4,A,LTBP4,1
GATA1,A,LTBP4,1
SMAD3,A,LTBP4,1
SP1,A,LTBP4,1
POU5F1,A,CDX2,-1
ESX1,A,PTPRVP,-1
NR2F2,A,HEY2,-1
NKX2-5,A,SIRT1,1
VDR,A,ESR1,-1
AP1,A,ABCC3,1
ESR1,A,ABCC3,1
NFKBIA,A,CDKN1C,1
NFKBIA,A,DUSP1,1
RNF141,A,CDKN1C,1
SMAD2,A,CYP19A1,1
PGR,A,CXCL1,1
FOXN1,A,PDGFB,1
EGR2,A,CNN1,1
EGR2,A,TAGLN,1
NKX2-5,A,LRRC10,1
JUN,A,DKK1,1
RUNX1,A,MIR27A,1
SNAI1,A,CD44,1
TFAP4,A,CD44,1
TFAP4,A,CDH1,1
TFAP4,A,FN1,1
TFAP4,A,LGR5,1
NR5A1,A,LHCGR,1
TCF3,A,LHCGR,1
SFPQ,A,ACTB,1
MLXIP,A,MIR34A,1
SATB1,A,NES,-1
JUN,A,MIR127,1
TP53,A,MIR127,1
ESR1,A,SNAI1,1
NCOA3,A,SNAI1,1
NCOA3,A,TNFRSF11A,1
FOXO1,A,ABCC2,1
NR1I2,A,ILK,1
NR1I2,A,TGFA,1
NFAT5,A,CASP8AP2,1
NFAT5,A,THOP1,1
NFAT5,A,WNT2,1
NFAT5,A,IAPP,1
SP1,A,ABCC1,-1
ZBED1,A,AKT1,1
PPARA,A,SPHK1,1
RUNX1,A,SUMO1,1
VDR,A,GH1,1
FOS,A,LHB,1
DNMT1,A,SFRP1,-1
DNMT3A,A,HAND1,-1
DNMT3A,A,FATE1,-1
DNMT3A,A,STAT4,-1
STAT4,A,FATE1,1
NR1H4,A,ADH4,1
PPARA,A,CUBN,1
NPAS4,A,MCU,1
RUNX3,A,SPP1,-1
ONECUT1,A,MAFA,1
NFE2L2,A,CD86,1
NFE2L2,A,MAPK8,1
CREB1,A,MMP1,1
MYC,A,RPS14,1
HNF4A,A,KRAS,1
IRF4,A,HLA-E,1
NFKB,A,HSP90B1,1
YY1,A,UBC,1
HIF1A,A,SOST,1
NFKB,A,EIF4H,1
RELA,A,EIF4H,1
FOXH1,A,LEMD3,1
CEBPB,A,HIPK2,1
NFKBID,A,ITCH,1
NFKB,A,ITCH,1
RELA,A,ITCH,1
RELA,A,TNFSF11,1
NKX2-1,A,SOD2,1
NKX2-1,A,IKBKB,1
SP1,A,IKBKB,1
ARNTL,A,NGFR,1
CLOCK,A,NGFR,1
EED,A,CPEB1,-1
EED,A,ME3,-1
EZH2,A,CPEB1,-1
NPAS2,A,NPAS2,1
ESRRA,A,BGLAP,1
HIF1A,A,WSB1,1
SNAI1,A,OTUD7A,1
MYC,A,TRAF6,1
KDM5A,A,CDKN1A,1
KDM5A,A,CDKN1B,1
BCL6,A,LITAF,-1
MLXIP,A,APC,1
FOXN1,A,BAZ2A,1
STAT5A,A,IL10,1
SHOX2,A,ADRB3,1
PEG3,A,BECN1,1
PEG3,A,MAP1LC3A,1
HNRNPK,A,SLC6A4,1
TP73,A,EEF1A1,1
TP53,A,EEF1A1,1
HR,A,CASP14,1
AP1,A,MACC1,1
SP1,A,MACC1,1
ESR1,A,AATF,1
ZNF362,A,AATF,1
FOXO3,A,SESN3,1
EGR1,A,GNA11,1
SSRP1,A,TXNIP,1
IRF4,A,IFIT3,1
ZFP1,A,ERVW-4,-1
E2F1,A,FZD1,1
ZBTB7A,A,MAPK11,1
NKRF,A,PTGS2,-1
PITX3,A,MPO,1
ESR1,A,IGFBP3,1
SP1,A,VLDLR,1
IRF1,A,OPTN,1
NFATC1,A,CDH1,1
NR1H2,A,FOXM1,-1
NR1H3,A,FOXM1,-1
KLF8,A,MMP14,1
YY1,A,MUC4,-1
SP1,A,ATP7A,1
SP1,A,CYBRD1,1
SP1,A,SLC11A2,1
GRHL2,A,ERBB3,1
AR,A,PCDH11Y,1
EGR1,A,PER2,1
ELK1,A,PER2,1
YY1,A,ALG12,1
SOX18,A,DLL4,1
ESR1,A,ATAD3B,1
AP1,A,PAK3,1
PAX5,A,AICDA,1
PAX5,A,GADD45A,1
STAT3,A,RECK,-1
NR3C2,A,MPPED2,1
TP53,A,SMAD2,1
MYC,A,SMAD2,1
DEAF1,A,GDF5,1
SP1,A,GDF5,1
SP3,A,GDF5,-1
MLXIP,A,NRXN1,1
MITF,A,NRXN1,1
TP73,A,TRIM32,1
E2F1,A,NELL2,1
NFE2L2,A,PRKAA1,1
CEBPB,A,HSD3B2,1
NR3C1,A,RPS6KA5,1
MLXIPL,A,SLC2A4,-1
EWSR1,A,CFL1,-1
WT1,A,FASLG,1
HOXB13,A,IL6,1
HOXB13,A,ESR1,1
SP1,A,FUS,1
NR4A1,A,INHA,1
NR4A1,A,OSTM1,1
NKX3-1,A,CDKN1B,-1
TP63,A,CTNNB1,1
NFKB1,A,ABCG2,1
NFKB1,A,BIRC5,1
E2F1,A,FMN2,-1
RELA,A,FMN2,1
SP1,A,MAGEA11,1
EPAS1,A,PDIA6,1
EPAS1,A,PROM1,1
HIF1A,A,PDIA6,1
HIF1A,A,PROM1,1
LMX1A,A,PDIA6,1
EPAS1,A,NAT9,1
LMX1A,A,PROM1,1
TFAP2A,A,BST2,1
MYOD1,A,SIX1,1
SIX1,A,MYOD1,1
CREB3L2,A,BDNF,1
SPI1,A,BDNF,1
MLXIP,A,PTPN23,1
SP1,A,PIAS4,1
IRF3,A,SEC14L1,1
HR,A,CYP3A4,1
NCOR1,A,CYP19A1,-1
KLF4,A,IL6,1
RUNX2,A,THBS1,1
RUNX3,A,THBS1,1
CEBPZ,A,PF4,1
ESR1,A,KRT4,1
AIRE,A,BMP2,1
TBP,A,TAF1,1
CXXC1,A,BAG6,1
CXXC1,A,YWHAG,1
TCF3,A,BAG6,1
TCF3,A,YWHAG,1
BACH2,A,TP53,1
TP53,A,BCL6,1
STAT6,A,BCL6,1
SPI1,A,BCL2L11,1
BCL11B,A,MYH7,-1
TEF,A,MYH7,1
ZFP64,A,IFNB1,-1
ZFP64,A,TNF,1
TAL1,A,FBXW7,1
TAL1,A,NOTCH1,1
EGR1,A,PNPLA2,-1
AR,A,IGFBP3,1
HBP1,A,MATN1,-1
SOX5,A,MATN1,1
SOX6,A,MATN1,1
SOX9,A,MATN1,1
SOX17,A,MATN1,1
HBP1,A,COL2A1,-1
SP1,A,FBN1,1
HES1,A,MUC5AC,-1
MNT,A,TERT,-1
MNT,A,MAX,-1
NR1H4,A,ATP5A1,1
NR1H4,A,ORM1,1
KLF2,A,CD36,1
KLF4,A,CCND1,-1
LHX3,A,ANP32A,1
TP73,A,PRODH,1
TP63,A,PRODH,1
AR,A,UBE2B,1
EN1,A,CCK,1
PITX3,A,CCK,1
EBF1,A,TET2,1
TP63,A,ALDH2,1
MZF1,A,KIR3DL1,-1
ATF6B,A,MANF,1
XBP1,A,MANF,1
ATF6,A,MANF,1
ASCL3,A,ERVW-4,-1
PITX2,A,CASR,1
HOXA5,A,LHX2,1
LHX2,A,TP53,1
TP53,A,LHX2,1
MLXIP,A,IGF1,1
RELA,A,PDK1,1
TP53,A,NLRP1,1
TP53,A,PDK1,1
NR1H3,A,FOXO1,1
NFAT5,A,IL6,-1
NKX3-1,A,RAMP1,-1
SMAD2,A,MIR433,1
SMAD3,A,MIR433,1
MLXIP,A,AZIN1,1
PAX8,A,NUPR1,-1
SP1,A,CAV3,1
ZNF143,A,PTPN5,1
NFE2L2,A,CPOX,1
SP4,A,GRIN1,1
SP4,A,GRIN2A,1
SP4,A,GRIN2B,1
SP4,A,GRIN2C,1
SPI1,A,HBD,1
KLF2,A,HBD,1
EGR1,A,CXCL1,1
KDM5C,A,HTT,-1
KDM5C,A,KDM5C,-1
KDM5C,A,MBD2,-1
MBD2,A,HTT,1
MBD2,A,KDM5C,1
VSX1,A,MCL1,1
PRDM5,A,APC,1
PRDM5,A,MGLL,1
PHOX2B,A,HPCAL1,1
T,A,COL2A1,1
T,A,SIRT1,1
CTCF,A,FMR1,-1
AP1,A,TCF21,1
FOXD4,A,SIRT1,1
PAX3,A,EYA1,1
TBX1,A,EYA1,1
RELA,A,BCL2L11,-1
YY1,A,BCL2L11,-1
GATA3,A,ABCC3,1
GATA3,A,SLCO4C1,1
NR1I2,A,SCD,1
APEX1,A,CDKN1A,1
SOX2,A,PQBP1,1
TP53,A,RPL37,1
NR4A1,A,NGF,1
SOX10,A,SMARCA1,1
MLXIP,A,BANP,1
TBX2,A,GJC1,1
TBX3,A,GJC1,-1
TBX3,A,GJC3,-1
TBX3,A,HCN4,-1
AP1,A,MAPK13,1
SNAI1,A,ITGB4,1
SNAI1,A,TUBB3,1
BHLHE23,A,TUBB3,1
E2F6,A,SMC1A,-1
EZH2,A,SMC1A,-1
EZH2,A,STAG3,-1
AR,A,GNMT,1
NFKBID,A,CYP2A13,1
NFKB,A,CYP2A13,1
FOXP1,A,HIP1R,-1
SOX2,A,LIN28A,1
KLF4,A,CDK4,1
MEF2A,A,KLF4,1
EZH2,A,ZNF423,-1
SOX17,A,BCL2,1
KDM5B,A,KDM4A,-1
TFE3,A,IRS2,1
TFE3,A,PNPLA2,1
ESR2,A,NRIP1,1
GATA1,A,EDN1,1
SP1,A,STK38,1
NFE2L2,A,EXOC4,1
AR,A,CCAR1,1
ASCL1,A,SCG3,1
ASCL1,A,ACHE,1
GLI2,A,CDH1,-1
KLF2,A,CDH1,1
SMAD4,A,CCL15,-1
GATA2,A,NRP2,1
LMO2,A,NRP2,1
AR,A,SAFB,1
EZH2,A,SAFB,-1
SRY,A,SGF29,1
CEBPB,A,PTGES,1
ELK1,A,KATNB1,1
HNF4G,A,HAS2,1
NR4A3,A,LEP,1
MAF,A,CS,1
MAF,A,ERVW-4,1
MAF,A,HAL,1
MAF,A,MAF1,1
MAF,A,MT-TL1,1
VDR,A,PYY,1
REL,A,RACK1,1
VDR,A,UCP1,1
PPARA,A,S1PR1,1
PPARG,A,S1PR1,1
CTCF,A,BAX,-1
RAX,A,IFNB1,1
RAX,A,IRF6,1
THRA,A,MIR17,1
ESR1,A,FKBPL,1
TP73,A,ATG5,1
SMAD2,A,IL9,1
STAT6,A,ARG1,1
CEBPB,A,STAT6,1
FOXA2,A,MUC5B,1
REL,A,IL23A,1
IRF3,A,IRF9,1
IRF9,A,IRF9,1
STAT2,A,IRF9,1
SOX4,A,BBC3,1
ESR1,A,NOTCH4,1
ESR1,A,PRKCA,1
IRF3,A,IL17A,1
JARID2,A,FLT1,-1
EZH2,A,GHRHR,-1
EZH2,A,THOP1,-1
EZH2,A,IFNB1,-1
YY1,A,HMOX1,1
NR1I2,A,UBIAD1,1
PGR,A,WNT1,1
HOXA9,A,VEZF1,1
VEZF1,A,HOXA9,1
VEZF1,A,VEZF1,1
AR,A,GDI1,1
HNF1A,A,SLC22A1,1
HNF1A,A,POU2F1,1
JUN,A,PSMA6,1
STAT1,A,IL1B,1
KDM5A,A,CD24,1
KDM5A,A,MIR212,1
MBD2,A,CD24,1
MBD2,A,MIR212,1
THRB,A,SIRT1,1
FOXN1,A,RORA,1
ATF6,A,HMGCR,1
ATF6,A,HMGCS2,1
ETS1,A,CXCL8,1
SATB2,A,UPF3B,1
DNMT3B,A,SCNN1A,1
DNMT1,A,SCNN1A,-1
IRF4,A,MCL1,1
NFKB,A,PID1,1
NEUROD1,A,CREBBP,1
HBP1,A,BMP2,-1
MLXIP,A,SPHK1,1
EPAS1,A,PTK6,1
HIF1A,A,PTK6,1
LMO2,A,JAK2,1
AP1,A,CDH1,1
NFATC3,A,CDH1,1
EGR1,A,CACNA1H,1
EZH2,A,DLG4,-1
EZH2,A,MARK1,-1
EZH2,A,RPS28,-1
GBX2,A,ASIP,1
EZH2,A,HNMT,-1
EZH2,A,KRT9,-1
EZH2,A,SETDB1,-1
ETS1,A,THBS1,-1
NFKB,A,ETS1,1
NFKB,A,THBS1,1
NR4A2,A,THBS1,-1
NRG1,A,ATP2C1,1
MLXIP,A,NUAK1,1
MLXIP,A,ABCB1,1
MLXIP,A,MIR137,1
NR1I3,A,MIR137,1
TCF3,A,MMP3,1
TWIST1,A,IL6R,-1
EGR3,A,IFNGR1,1
EGR1,A,IFNGR1,-1
MITF,A,TG,1
BCL11B,A,PRKACA,-1
NCOA2,A,BCAS1,1
NCOA2,A,CAV1,1
NCOA2,A,CXCR4,1
NCOA2,A,TFF3,1
DNMT3A,A,WIF1,-1
NRF1,A,BRK1,1
NRF1,A,ENOX1,1
NRF1,A,FAM134C,1
MITF,A,MIR221,1
MITF,A,MIR222,1
MLXIP,A,MIR221,1
MLXIP,A,MIR222,1
SNAI2,A,MIR222,1
ZFP42,A,BDKRB2,1
ZFP42,A,CCNB1,1
PPARA,A,GADD45B,1
STAT3,A,GADD45B,-1
JUN,A,CABIN1,1
AP1,A,CABIN1,1
TP53,A,GH1,1
NKX2-2,A,GAST,1
AR,A,CDK5,1
AR,A,IL12A,1
MYC,A,CDK5,1
HOXA5,A,ZEB1,1
LBX1,A,ZEB1,1
SIX1,A,ZEB1,1
ZEB1,A,GRHL2,-1
MLXIP,A,SAT1,1
EGR1,A,MIR20B,1
T,A,BDNF,1
MLXIP,A,NFIA,1
NFIA,A,NFIA,1
FOXP1,A,FGF18,-1
FOXF1,A,MYLK,1
FOXO4,A,MYLK,1
TP73,A,PLK1,-1
ESR1,A,MAP2K5,1
ESR2,A,MAP2K5,1
ZNF354C,A,CCL2,-1
ZXDC,A,CCL2,1
CXXC1,A,BAK1,1
CEBPB,A,S1PR1,1
FOS,A,S1PR1,1
CREB3L3,A,APOA5,1
HIF1A,A,SOD2,1
SPI1,A,PIAS3,1
HSF1,A,FUT4,1
SP1,A,FUT4,1
EED,A,PINK1,-1
RELA,A,ADAMTS5,1
STAT3,A,LEP,1
TP53,A,ERAP1,1
CEBPB,A,CXCR4,1
NR4A3,A,EHD1,1
TFAP2C,A,SFRP1,1
STAT3,A,MMP3,1
FOXO3,A,PRNP,-1
NFKB,A,LGALS7,1
TP53,A,LGALS7,1
PAX6,A,VEGFA,-1
KDM5B,A,GHRHR,-1
MLXIP,A,ACHE,1
NFKB,A,PLK4,1
FLI1,A,CD34,1
TCF3,A,IGF1R,1
T,A,IGF1R,1
THAP1,A,CCAR1,1
NFKB,A,TNFAIP2,1
HMGA2,A,LOX,1
MLXIP,A,LOX,1
MLXIP,A,PELP1,1
NKX3-1,A,DKK3,-1
NKX3-1,A,SFRP1,-1
NKX3-1,A,WIF1,-1
IRF1,A,TRIM21,1
IRF2,A,TRIM21,1
IRF4,A,IRF1,1
IRF4,A,TRIM21,1
IRF8,A,IRF1,1
IRF8,A,TRIM21,1
TP53,A,TRPC6,1
NR4A2,A,SIRT1,1
ESRRG,A,CDKN1A,1
KLF8,A,NUMB,-1
SP3,A,PLAU,1
TBP,A,AGTR2,1
MAFA,A,CRYBA1,1
MYC,A,ASS1,1
MYC,A,GLS,1
HNF1B,A,PTH,1
MITF,A,SBNO2,1
TAL1,A,SBNO2,1
BCL6,A,IL10,-1
MLXIP,A,UHRF1,1
DDIT3,A,MDM2,1
TWIST1,A,HOXA9,1
NFKB,A,HTRA1,1
RELA,A,HTRA1,1
SP1,A,SLC19A3,1
ATF4,A,IL6,-1
PAX6,A,CD40,-1
PAX6,A,TNFSF11,-1
PAX6,A,TLE6,-1
CEBPA,A,MIR328,1
KLF5,A,APLN,1
SP1,A,APLN,1
RARA,A,APLN,1
RUNX1,A,ABO,1
PPARG,A,MRAP,1
TEAD1,A,NAIP,1
AHR,A,MT2A,1
KAT6A,A,HOXA9,1
KMT2A,A,HOXA9,1
NKX2-1,A,STK11,-1
TP53,A,NKX2-1,1
SP3,A,ABCG2,1
PPARG,A,POU5F1,1
MLXIP,A,BRAF,1
LHX8,A,BRAF,1
TP53,A,PLAC1,1
EZH2,A,KAT2A,-1
PITX2,A,CCNA1,1
TP53,A,WNT2,1
FOXQ1,A,VCAN,1
FOXQ1,A,ZEB2,1
DNMT1,A,MRPL41,-1
EZH2,A,MRPL41,-1
NOTO,A,EOMES,1
STAT5A,A,EOMES,1
TBX21,A,EOMES,1
EOMES,A,CCL3,1
EOMES,A,IL2,1
TBX21,A,CCL3,1
SPI1,A,DCTD,1
NR1H4,A,FMO3,1
NR1H4,A,GSTA2,1
NFKB,A,KIT,1
SP1,A,KIT,1
HIF1A,A,QSOX1,1
NFKB,A,GAST,-1
RELA,A,GAST,-1
THRB,A,KCNMA1,1
MYB,A,ERVW-1,1
NR3C1,A,KCNA3,-1
TP53,A,EI24,1
E2F1,A,EI24,1
GFI1,A,MYSM1,1
RUNX1,A,MYSM1,1
STAT5A,A,TNFSF11,1
NR4A1,A,FGFR1,1
NR4A1,A,TUBB3,1
E2F1,A,PDGFB,1
SMAD2,A,HOXD11,1
SP1,A,LMX1A,1
LMX1A,A,LMX1A,1
EZH2,A,LMX1A,-1
STAT5A,A,GFI1,1
FOS,A,GNRH1,1
JUN,A,ADCYAP1,1
JUN,A,GNRH1,1
GATA2,A,ADCYAP1,1
GATA4,A,ADCYAP1,1
ETS1,A,IL2,1
SMAD1,A,CRELD2,1
ESR1,A,MAP2K2,1
MLXIP,A,TCEAL7,1
NR4A3,A,SLC2A4,1
CEBPB,A,TNFAIP3,1
TP53,A,GFI1,1
TP53,A,MAGEE1,1
TFAP2C,A,ECM1,1
TFAP2A,A,ECM1,1
MLXIP,A,TKT,1
NRG1,A,LGALS1,1
JUNB,A,TBX3,1
NFKB,A,DNMT1,1
NR1H4,A,CDKN2A,1
NFKB1,A,DNMT1,1
YY1,A,SNCA,1
NR3C2,A,MLLT3,1
EPAS1,A,WDR83,1
NFYA,A,ARNTL,1
SP1,A,ARNTL,1
SP4,A,CPOX,1
ESR2,A,TPH2,1
ESR1,A,TPH2,1
GLI2,A,MYF5,1
PAX3,A,MYF5,1
ZIC1,A,MYF5,1
FOS,A,IL11,1
CREB1,A,TIGAR,1
GATA1,A,HBZ,1
TFE3,A,TXNIP,-1
HOXA10,A,GHRHR,1
DNMT1,A,KAT2B,-1
SPI1,A,PIN1,1
E2F1,A,MYC,1
TFDP2,A,MYC,1
MYC,A,MIR122,1
TFDP2,A,MIR122,1
NR0B2,A,PPARG,-1
NR0B2,A,HES6,-1
RARA,A,HES6,1
HNF1A,A,NCR1,1
CEBPA,A,DAPK2,1
RARA,A,DAPK2,1
SPI1,A,DAPK2,1
CREB1,A,CHEK1,-1
CREB1,A,MCM5,-1
E2F2,A,CHEK1,-1
E2F2,A,MCM5,1
JUND,A,LILRB1,1
SATB1,A,TNFAIP3,-1
NFATC1,A,IRF4,1
MLXIP,A,BMI1,1
MITF,A,SNCG,1
MLXIP,A,SNCG,1
TP53,A,SALL2,1
WT1,A,SALL2,1
SALL2,A,TP53,1
CREB1,A,HSPA1A,1
